Date,Open,High,Low,Close,Volume,Adj Close
2016-11-11,54.220001,54.220001,54.220001,54.220001,000,53.899375
2016-11-10,54.16,54.16,54.16,54.16,000,53.839728
2016-11-09,54.009998,54.009998,54.009998,54.009998,000,53.690614
2016-11-08,53.32,53.32,53.32,53.32,000,53.004695
2016-11-07,53.110001,53.110001,53.110001,53.110001,000,52.795938
2016-11-04,51.950001,51.950001,51.950001,51.950001,000,51.642798
2016-11-03,51.990002,51.990002,51.990002,51.990002,000,51.682562
2016-11-02,52.209999,52.209999,52.209999,52.209999,000,51.901259
2016-11-01,52.599998,52.599998,52.599998,52.599998,000,52.288952
2016-10-31,52.98,52.98,52.98,52.98,000,52.666706
2016-10-28,52.950001,52.950001,52.950001,52.950001,000,52.636884
2016-10-27,53.09,53.09,53.09,53.09,000,52.776056
2016-10-26,53.310001,53.310001,53.310001,53.310001,000,52.994756
2016-10-25,53.450001,53.450001,53.450001,53.450001,000,53.133928
2016-10-24,53.700001,53.700001,53.700001,53.700001,000,53.382449
2016-10-21,53.439999,53.439999,53.439999,53.439999,000,53.123985
2016-10-20,53.450001,53.450001,53.450001,53.450001,000,53.133928
2016-10-19,53.529999,53.529999,53.529999,53.529999,000,53.213453
2016-10-18,53.389999,53.389999,53.389999,53.389999,000,53.074281
2016-10-17,53.07,53.07,53.07,53.07,000,52.756174
2016-10-14,53.209999,53.209999,53.209999,53.209999,000,52.895345
2016-10-13,53.23,53.23,53.23,53.23,000,52.915227
2016-10-12,53.419998,53.419998,53.419998,53.419998,000,53.104102
2016-10-11,53.360001,53.360001,53.360001,53.360001,000,53.04446
2016-10-10,54.07,54.07,54.07,54.07,000,53.75026
2016-10-07,53.790001,53.790001,53.790001,53.790001,000,53.471917
2016-10-06,53.990002,53.990002,53.990002,53.990002,000,53.670735
2016-10-05,53.990002,53.990002,53.990002,53.990002,000,53.670735
2016-10-04,53.740002,53.740002,53.740002,53.740002,000,53.422214
2016-10-03,54.00,54.00,54.00,54.00,000,53.680674
2016-09-30,54.18,54.18,54.18,54.18,000,53.85961
2016-09-29,53.75,53.75,53.75,53.75,000,53.432153
2016-09-28,54.27,54.27,54.27,54.27,000,53.949078
2016-09-27,53.950001,53.950001,53.950001,53.950001,000,53.630971
2016-09-26,53.639999,53.639999,53.639999,53.639999,000,53.322803
2016-09-23,54.09,54.09,54.09,54.09,000,53.770142
2016-09-22,54.400002,54.400002,54.400002,54.400002,000,54.078311
2016-09-21,54.00,54.00,54.00,54.00,000,53.680674
2016-09-20,53.389999,53.389999,53.389999,53.389999,000,53.074281
2016-09-19,53.41,53.41,53.41,53.41,000,53.094163
2016-09-16,53.360001,53.360001,53.360001,53.360001,000,53.04446
2016-09-15,53.549999,53.549999,53.549999,53.549999,000,53.233335
2016-09-14,53.00,53.00,53.00,53.00,000,52.686588
2016-09-13,53.029999,53.029999,53.029999,53.029999,000,52.716409
2016-09-12,53.84,53.84,53.84,53.84,000,53.521621
2016-09-09,53.330002,53.330002,53.330002,53.330002,000,52.766117
2016-09-08,54.720001,54.720001,54.720001,54.720001,000,54.141419
2016-09-07,54.84,54.84,54.84,54.84,000,54.260149
2016-09-06,54.790001,54.790001,54.790001,54.790001,000,54.210678
2016-09-02,54.639999,54.639999,54.639999,54.639999,000,54.062263
2016-09-01,54.360001,54.360001,54.360001,54.360001,000,53.785225
2016-08-31,54.349998,54.349998,54.349998,54.349998,000,53.775328
2016-08-30,54.48,54.48,54.48,54.48,000,53.903955
2016-08-29,54.560001,54.560001,54.560001,54.560001,000,53.983111
2016-08-26,54.259998,54.259998,54.259998,54.259998,000,53.68628
2016-08-25,54.360001,54.360001,54.360001,54.360001,000,53.785225
2016-08-24,54.400002,54.400002,54.400002,54.400002,000,53.824803
2016-08-23,54.709999,54.709999,54.709999,54.709999,000,54.131523
2016-08-22,54.560001,54.560001,54.560001,54.560001,000,53.983111
2016-08-19,54.57,54.57,54.57,54.57,000,53.993003
2016-08-18,54.630001,54.630001,54.630001,54.630001,000,54.05237
2016-08-17,54.470001,54.470001,54.470001,54.470001,000,53.894062
2016-08-16,54.400002,54.400002,54.400002,54.400002,000,53.824803
2016-08-15,54.720001,54.720001,54.720001,54.720001,000,54.141419
2016-08-12,54.509998,54.509998,54.509998,54.509998,000,53.933637
2016-08-11,54.549999,54.549999,54.549999,54.549999,000,53.973214
2016-08-10,54.290001,54.290001,54.290001,54.290001,000,53.715965
2016-08-09,54.450001,54.450001,54.450001,54.450001,000,53.874273
2016-08-08,54.419998,54.419998,54.419998,54.419998,000,53.844588
2016-08-05,54.459999,54.459999,54.459999,54.459999,000,53.884166
2016-08-04,53.98,53.98,53.98,53.98,000,53.409242
2016-08-03,53.950001,53.950001,53.950001,53.950001,000,53.37956
2016-08-02,53.740002,53.740002,53.740002,53.740002,000,53.171781
2016-08-01,54.130001,54.130001,54.130001,54.130001,000,53.557657
2016-07-29,54.209999,54.209999,54.209999,54.209999,000,53.636809
2016-07-28,54.110001,54.110001,54.110001,54.110001,000,53.537868
2016-07-27,54.009998,54.009998,54.009998,54.009998,000,53.438923
2016-07-26,54.080002,54.080002,54.080002,54.080002,000,53.508187
2016-07-25,54.02,54.02,54.02,54.02,000,53.44882
2016-07-22,54.18,54.18,54.18,54.18,000,53.607128
2016-07-21,53.91,53.91,53.91,53.91,000,53.339982
2016-07-20,54.110001,54.110001,54.110001,54.110001,000,53.537868
2016-07-19,53.84,53.84,53.84,53.84,000,53.270723
2016-07-18,53.939999,53.939999,53.939999,53.939999,000,53.369664
2016-07-15,53.82,53.82,53.82,53.82,000,53.250934
2016-07-14,53.849998,53.849998,53.849998,53.849998,000,53.280615
2016-07-13,53.599998,53.599998,53.599998,53.599998,000,53.033259
2016-07-12,53.619999,53.619999,53.619999,53.619999,000,53.053048
2016-07-11,53.209999,53.209999,53.209999,53.209999,000,52.647383
2016-07-08,52.990002,52.990002,52.990002,52.990002,000,52.429712
2016-07-07,52.16,52.16,52.16,52.16,000,51.608486
2016-07-06,52.169998,52.169998,52.169998,52.169998,000,51.618378
2016-07-05,51.869999,51.869999,51.869999,51.869999,000,51.321551
2016-07-01,52.279999,52.279999,52.279999,52.279999,000,51.727216
2016-06-30,52.150002,52.150002,52.150002,52.150002,000,51.598593
2016-06-29,51.43,51.43,51.43,51.43,000,50.886205
2016-06-28,50.529999,50.529999,50.529999,50.529999,000,49.99572
2016-06-27,49.630001,49.630001,49.630001,49.630001,000,49.105238
2016-06-24,50.650002,50.650002,50.650002,50.650002,000,50.114453
2016-06-23,52.57,52.57,52.57,52.57,000,52.01415
2016-06-22,51.830002,51.830002,51.830002,51.830002,000,51.281977
2016-06-21,51.939999,51.939999,51.939999,51.939999,000,51.390811
2016-06-20,51.830002,51.830002,51.830002,51.830002,000,51.281977
2016-06-17,51.490002,51.490002,51.490002,51.490002,000,50.945572
2016-06-16,51.630001,51.630001,51.630001,51.630001,000,51.084091
2016-06-15,51.509998,51.509998,51.509998,51.509998,000,50.965357
2016-06-14,51.560001,51.560001,51.560001,51.560001,000,51.014831
2016-06-13,51.66,51.66,51.66,51.66,000,51.113773
2016-06-10,52.299999,52.299999,52.299999,52.299999,000,51.533291
2016-06-09,52.84,52.84,52.84,52.84,000,52.065375
2016-06-08,52.959999,52.959999,52.959999,52.959999,000,52.183615
2016-06-07,52.759998,52.759998,52.759998,52.759998,000,51.986546
2016-06-06,52.669998,52.669998,52.669998,52.669998,000,51.897865
2016-06-03,52.380001,52.380001,52.380001,52.380001,000,51.61212
2016-06-02,52.549999,52.549999,52.549999,52.549999,000,51.779626
2016-06-01,52.360001,52.360001,52.360001,52.360001,000,51.592412
2016-05-31,52.25,52.25,52.25,52.25,000,51.484024
2016-05-27,52.259998,52.259998,52.259998,52.259998,000,51.493876
2016-05-26,52.00,52.00,52.00,52.00,000,51.237689
2016-05-25,52.02,52.02,52.02,52.02,000,51.257397
2016-05-24,51.66,51.66,51.66,51.66,000,50.902673
2016-05-23,50.939999,50.939999,50.939999,50.939999,000,50.193227
2016-05-20,51.029999,51.029999,51.029999,51.029999,000,50.281908
2016-05-19,50.650002,50.650002,50.650002,50.650002,000,49.907482
2016-05-18,50.860001,50.860001,50.860001,50.860001,000,50.114402
2016-05-17,50.830002,50.830002,50.830002,50.830002,000,50.084843
2016-05-16,51.32,51.32,51.32,51.32,000,50.567658
2016-05-13,50.810001,50.810001,50.810001,50.810001,000,50.065136
2016-05-12,51.220001,51.220001,51.220001,51.220001,000,50.469125
2016-05-11,51.259998,51.259998,51.259998,51.259998,000,50.508536
2016-05-10,51.740002,51.740002,51.740002,51.740002,000,50.981502
2016-05-09,51.119999,51.119999,51.119999,51.119999,000,50.370589
2016-05-06,51.07,51.07,51.07,51.07,000,50.321323
2016-05-05,50.889999,50.889999,50.889999,50.889999,000,50.143961
2016-05-04,50.919998,50.919998,50.919998,50.919998,000,50.17352
2016-05-03,51.23,51.23,51.23,51.23,000,50.478977
2016-05-02,51.740002,51.740002,51.740002,51.740002,000,50.981502
2016-04-29,51.330002,51.330002,51.330002,51.330002,000,50.577513
2016-04-28,51.610001,51.610001,51.610001,51.610001,000,50.853407
2016-04-27,52.099998,52.099998,52.099998,52.099998,000,51.336222
2016-04-26,51.990002,51.990002,51.990002,51.990002,000,51.227838
2016-04-25,51.84,51.84,51.84,51.84,000,51.080035
2016-04-22,51.970001,51.970001,51.970001,51.970001,000,51.20813
2016-04-21,51.880001,51.880001,51.880001,51.880001,000,51.119449
2016-04-20,52.150002,52.150002,52.150002,52.150002,000,51.385492
2016-04-19,52.110001,52.110001,52.110001,52.110001,000,51.346077
2016-04-18,51.950001,51.950001,51.950001,51.950001,000,51.188423
2016-04-15,51.619999,51.619999,51.619999,51.619999,000,50.863259
2016-04-14,51.639999,51.639999,51.639999,51.639999,000,50.882966
2016-04-13,51.650002,51.650002,51.650002,51.650002,000,50.892822
2016-04-12,51.049999,51.049999,51.049999,51.049999,000,50.301615
2016-04-11,50.57,50.57,50.57,50.57,000,49.828653
2016-04-08,50.709999,50.709999,50.709999,50.709999,000,49.9666
2016-04-07,50.549999,50.549999,50.549999,50.549999,000,49.808945
2016-04-06,51.169998,51.169998,51.169998,51.169998,000,50.419855
2016-04-05,50.610001,50.610001,50.610001,50.610001,000,49.868067
2016-04-04,51.119999,51.119999,51.119999,51.119999,000,50.370589
2016-04-01,51.310001,51.310001,51.310001,51.310001,000,50.557806
2016-03-31,51.009998,51.009998,51.009998,51.009998,000,50.262201
2016-03-30,51.060001,51.060001,51.060001,51.060001,000,50.311471
2016-03-29,50.860001,50.860001,50.860001,50.860001,000,50.114402
2016-03-28,50.310001,50.310001,50.310001,50.310001,000,49.572466
2016-03-24,50.279999,50.279999,50.279999,50.279999,000,49.542903
2016-03-23,50.279999,50.279999,50.279999,50.279999,000,49.542903
2016-03-22,50.689999,50.689999,50.689999,50.689999,000,49.946892
2016-03-21,50.720001,50.720001,50.720001,50.720001,000,49.976455
2016-03-18,50.68,50.68,50.68,50.68,000,49.937041
2016-03-17,50.43,50.43,50.43,50.43,000,49.690705
2016-03-16,50.049999,50.049999,50.049999,50.049999,000,49.316275
2016-03-15,49.740002,49.740002,49.740002,49.740002,000,49.010822
2016-03-14,49.919998,49.919998,49.919998,49.919998,000,49.18818
2016-03-11,50.220001,50.220001,50.220001,50.220001,000,49.26504
2016-03-10,49.349998,49.349998,49.349998,49.349998,000,48.411581
2016-03-09,49.389999,49.389999,49.389999,49.389999,000,48.450821
2016-03-08,49.139999,49.139999,49.139999,49.139999,000,48.205575
2016-03-07,49.779999,49.779999,49.779999,49.779999,000,48.833405
2016-03-04,49.68,49.68,49.68,49.68,000,48.735308
2016-03-03,49.490002,49.490002,49.490002,49.490002,000,48.548922
2016-03-02,49.259998,49.259998,49.259998,49.259998,000,48.323292
2016-03-01,49.00,49.00,49.00,49.00,000,48.068238
2016-02-29,47.880001,47.880001,47.880001,47.880001,000,46.969536
2016-02-26,48.23,48.23,48.23,48.23,000,47.31288
2016-02-25,48.240002,48.240002,48.240002,48.240002,000,47.322691
2016-02-24,47.689999,47.689999,47.689999,47.689999,000,46.783147
2016-02-23,47.450001,47.450001,47.450001,47.450001,000,46.547713
2016-02-22,48.029999,48.029999,48.029999,48.029999,000,47.116682
2016-02-19,47.349998,47.349998,47.349998,47.349998,000,46.449612
2016-02-18,47.32,47.32,47.32,47.32,000,46.420184
2016-02-17,47.540001,47.540001,47.540001,47.540001,000,46.636002
2016-02-16,46.75,46.75,46.75,46.75,000,45.861023
2016-02-12,45.919998,45.919998,45.919998,45.919998,000,45.046804
2016-02-11,45.029999,45.029999,45.029999,45.029999,000,44.173729
2016-02-10,45.59,45.59,45.59,45.59,000,44.723081
2016-02-09,45.57,45.57,45.57,45.57,000,44.703461
2016-02-08,45.630001,45.630001,45.630001,45.630001,000,44.762321
2016-02-05,46.360001,46.360001,46.360001,46.360001,000,45.47844
2016-02-04,47.32,47.32,47.32,47.32,000,46.420184
2016-02-03,47.189999,47.189999,47.189999,47.189999,000,46.292655
2016-02-02,46.950001,46.950001,46.950001,46.950001,000,46.057221
2016-02-01,47.880001,47.880001,47.880001,47.880001,000,46.969536
2016-01-29,47.900002,47.900002,47.900002,47.900002,000,46.989157
2016-01-28,46.689999,46.689999,46.689999,46.689999,000,45.802163
2016-01-27,46.50,46.50,46.50,46.50,000,45.615777
2016-01-26,47.029999,47.029999,47.029999,47.029999,000,46.135697
2016-01-25,46.32,46.32,46.32,46.32,000,45.439199
2016-01-22,47.110001,47.110001,47.110001,47.110001,000,46.214178
2016-01-21,46.139999,46.139999,46.139999,46.139999,000,45.262622
2016-01-20,45.939999,45.939999,45.939999,45.939999,000,45.066424
2016-01-19,46.400002,46.400002,46.400002,46.400002,000,45.51768
2016-01-15,46.48,46.48,46.48,46.48,000,45.596157
2016-01-14,47.470001,47.470001,47.470001,47.470001,000,46.567333
2016-01-13,46.73,46.73,46.73,46.73,000,45.841403
2016-01-12,47.970001,47.970001,47.970001,47.970001,000,47.057825
2016-01-11,47.650002,47.650002,47.650002,47.650002,000,46.743911
2016-01-08,47.66,47.66,47.66,47.66,000,46.753719
2016-01-07,48.209999,48.209999,48.209999,48.209999,000,47.293259
2016-01-06,49.419998,49.419998,49.419998,49.419998,000,48.48025
2016-01-05,50.080002,50.080002,50.080002,50.080002,000,49.127703
2016-01-04,49.990002,49.990002,49.990002,49.990002,000,49.039414
2015-12-31,50.779999,50.779999,50.779999,50.779999,000,49.814389
2015-12-30,51.25,51.25,51.25,51.25,000,50.275453
2015-12-29,51.619999,51.619999,51.619999,51.619999,000,50.638416
2015-12-28,51.080002,51.080002,51.080002,51.080002,000,50.108687
2015-12-24,51.220001,51.220001,51.220001,51.220001,000,50.246025
2015-12-23,51.279999,51.279999,51.279999,51.279999,000,50.304881
2015-12-22,50.630001,50.630001,50.630001,50.630001,000,49.667244
2015-12-21,50.189999,50.189999,50.189999,50.189999,000,49.235608
2015-12-18,49.810001,49.810001,49.810001,49.810001,000,48.862837
2015-12-17,50.93,50.93,50.93,50.93,000,49.698635
2015-12-16,51.68,51.68,51.68,51.68,000,50.430501
2015-12-15,50.93,50.93,50.93,50.93,000,49.698635
2015-12-14,50.369999,50.369999,50.369999,50.369999,000,49.152173
2015-12-11,50.23,50.23,50.23,50.23,000,49.015558
2015-12-10,51.23,51.23,51.23,51.23,000,49.991381
2015-12-09,51.099998,51.099998,51.099998,51.099998,000,49.864523
2015-12-08,51.509998,51.509998,51.509998,51.509998,000,50.26461
2015-12-07,51.830002,51.830002,51.830002,51.830002,000,50.576876
2015-12-04,52.259998,52.259998,52.259998,52.259998,000,50.996476
2015-12-03,51.299999,51.299999,51.299999,51.299999,000,50.059688
2015-12-02,52.07,52.07,52.07,52.07,000,50.811072
2015-12-01,52.630001,52.630001,52.630001,52.630001,000,51.357533
2015-11-30,52.110001,52.110001,52.110001,52.110001,000,50.850105
2015-11-27,52.349998,52.349998,52.349998,52.349998,000,51.084301
2015-11-25,52.290001,52.290001,52.290001,52.290001,000,51.025754
2015-11-24,52.240002,52.240002,52.240002,52.240002,000,50.976963
2015-11-23,52.130001,52.130001,52.130001,52.130001,000,50.869622
2015-11-20,52.150002,52.150002,52.150002,52.150002,000,50.889139
2015-11-19,51.939999,51.939999,51.939999,51.939999,000,50.684214
2015-11-18,52.02,52.02,52.02,52.02,000,50.762281
2015-11-17,51.18,51.18,51.18,51.18,000,49.94259
2015-11-16,51.25,51.25,51.25,51.25,000,50.010897
2015-11-13,50.540001,50.540001,50.540001,50.540001,000,49.318064
2015-11-12,51.07,51.07,51.07,51.07,000,49.835249
2015-11-11,51.830002,51.830002,51.830002,51.830002,000,50.576876
2015-11-10,52.040001,52.040001,52.040001,52.040001,000,50.781798
2015-11-09,51.939999,51.939999,51.939999,51.939999,000,50.684214
2015-11-06,52.450001,52.450001,52.450001,52.450001,000,51.181885
2015-11-05,52.439999,52.439999,52.439999,52.439999,000,51.172125
2015-11-04,52.490002,52.490002,52.490002,52.490002,000,51.220919
2015-11-03,52.639999,52.639999,52.639999,52.639999,000,51.36729
2015-11-02,52.50,52.50,52.50,52.50,000,51.230675
2015-10-30,51.830002,51.830002,51.830002,51.830002,000,50.576876
2015-10-29,52.049999,52.049999,52.049999,52.049999,000,50.791555
2015-10-28,52.130001,52.130001,52.130001,52.130001,000,50.869622
2015-10-27,51.419998,51.419998,51.419998,51.419998,000,50.176785
2015-10-26,51.610001,51.610001,51.610001,51.610001,000,50.362194
2015-10-23,51.720001,51.720001,51.720001,51.720001,000,50.469535
2015-10-22,51.200001,51.200001,51.200001,51.200001,000,49.962107
2015-10-21,50.439999,50.439999,50.439999,50.439999,000,49.22048
2015-10-20,50.810001,50.810001,50.810001,50.810001,000,49.581537
2015-10-19,50.880001,50.880001,50.880001,50.880001,000,49.649844
2015-10-16,50.860001,50.860001,50.860001,50.860001,000,49.630327
2015-10-15,50.669998,50.669998,50.669998,50.669998,000,49.444919
2015-10-14,49.900002,49.900002,49.900002,49.900002,000,48.693539
2015-10-13,50.150002,50.150002,50.150002,50.150002,000,48.937494
2015-10-12,50.540001,50.540001,50.540001,50.540001,000,49.318064
2015-10-09,50.50,50.50,50.50,50.50,000,49.279031
2015-10-08,50.450001,50.450001,50.450001,50.450001,000,49.23024
2015-10-07,50.009998,50.009998,50.009998,50.009998,000,48.800876
2015-10-06,49.549999,49.549999,49.549999,49.549999,000,48.351999
2015-10-05,49.75,49.75,49.75,49.75,000,48.547164
2015-10-02,48.84,48.84,48.84,48.84,000,47.659166
2015-10-01,48.130001,48.130001,48.130001,48.130001,000,46.966333
2015-09-30,48.060001,48.060001,48.060001,48.060001,000,46.898025
2015-09-29,47.18,47.18,47.18,47.18,000,46.039301
2015-09-28,47.169998,47.169998,47.169998,47.169998,000,46.02954
2015-09-25,48.450001,48.450001,48.450001,48.450001,000,47.278595
2015-09-24,48.549999,48.549999,48.549999,48.549999,000,47.376176
2015-09-23,48.970001,48.970001,48.970001,48.970001,000,47.558655
2015-09-22,49.080002,49.080002,49.080002,49.080002,000,47.665485
2015-09-21,49.720001,49.720001,49.720001,49.720001,000,48.287039
2015-09-18,49.549999,49.549999,49.549999,49.549999,000,48.121937
2015-09-17,50.34,50.34,50.34,50.34,000,48.889169
2015-09-16,50.41,50.41,50.41,50.41,000,48.957152
2015-09-15,49.98,49.98,49.98,49.98,000,48.539544
2015-09-14,49.360001,49.360001,49.360001,49.360001,000,47.937414
2015-09-11,49.560001,49.560001,49.560001,49.560001,000,48.131651
2015-09-10,49.32,49.32,49.32,49.32,000,47.898566
2015-09-09,49.09,49.09,49.09,49.09,000,47.675195
2015-09-08,49.75,49.75,49.75,49.75,000,48.316173
2015-09-04,48.549999,48.549999,48.549999,48.549999,000,47.150757
2015-09-03,49.25,49.25,49.25,49.25,000,47.830584
2015-09-02,49.18,49.18,49.18,49.18,000,47.762602
2015-09-01,48.32,48.32,48.32,48.32,000,46.927387
2015-08-31,49.759998,49.759998,49.759998,49.759998,000,48.325884
2015-08-28,50.150002,50.150002,50.150002,50.150002,000,48.704647
2015-08-27,50.049999,50.049999,50.049999,50.049999,000,48.607527
2015-08-26,48.869999,48.869999,48.869999,48.869999,000,47.461535
2015-08-25,47.150002,47.150002,47.150002,47.150002,000,45.791109
2015-08-24,47.740002,47.740002,47.740002,47.740002,000,46.364105
2015-08-21,49.700001,49.700001,49.700001,49.700001,000,48.267615
2015-08-20,51.200001,51.200001,51.200001,51.200001,000,49.724384
2015-08-19,52.34,52.34,52.34,52.34,000,50.831528
2015-08-18,52.790001,52.790001,52.790001,52.790001,000,51.26856
2015-08-17,52.959999,52.959999,52.959999,52.959999,000,51.433658
2015-08-14,52.630001,52.630001,52.630001,52.630001,000,51.113171
2015-08-13,52.41,52.41,52.41,52.41,000,50.89951
2015-08-12,52.470001,52.470001,52.470001,52.470001,000,50.957783
2015-08-11,52.43,52.43,52.43,52.43,000,50.918934
2015-08-10,52.919998,52.919998,52.919998,52.919998,000,51.39481
2015-08-07,52.25,52.25,52.25,52.25,000,50.744122
2015-08-06,52.41,52.41,52.41,52.41,000,50.89951
2015-08-05,52.849998,52.849998,52.849998,52.849998,000,51.326828
2015-08-04,52.66,52.66,52.66,52.66,000,51.142305
2015-08-03,52.77,52.77,52.77,52.77,000,51.249136
2015-07-31,52.939999,52.939999,52.939999,52.939999,000,51.414234
2015-07-30,53.00,53.00,53.00,53.00,000,51.472506
2015-07-29,52.970001,52.970001,52.970001,52.970001,000,51.443372
2015-07-28,52.59,52.59,52.59,52.59,000,51.074323
2015-07-27,51.959999,51.959999,51.959999,51.959999,000,50.462479
2015-07-24,52.299999,52.299999,52.299999,52.299999,000,50.79268
2015-07-23,52.880001,52.880001,52.880001,52.880001,000,51.355966
2015-07-22,53.189999,53.189999,53.189999,53.189999,000,51.657029
2015-07-21,53.27,53.27,53.27,53.27,000,51.734725
2015-07-20,53.509998,53.509998,53.509998,53.509998,000,51.967806
2015-07-17,53.509998,53.509998,53.509998,53.509998,000,51.967806
2015-07-16,53.509998,53.509998,53.509998,53.509998,000,51.967806
2015-07-15,53.110001,53.110001,53.110001,53.110001,000,51.579337
2015-07-14,53.200001,53.200001,53.200001,53.200001,000,51.666743
2015-07-13,52.950001,52.950001,52.950001,52.950001,000,51.423948
2015-07-10,52.380001,52.380001,52.380001,52.380001,000,50.870376
2015-07-09,51.740002,51.740002,51.740002,51.740002,000,50.248822
2015-07-08,51.619999,51.619999,51.619999,51.619999,000,50.132278
2015-07-07,52.48,52.48,52.48,52.48,000,50.967493
2015-07-06,52.189999,52.189999,52.189999,52.189999,000,50.68585
2015-07-02,52.380001,52.380001,52.380001,52.380001,000,50.870376
2015-07-01,52.419998,52.419998,52.419998,52.419998,000,50.909221
2015-06-30,52.09,52.09,52.09,52.09,000,50.588733
2015-06-29,51.919998,51.919998,51.919998,51.919998,000,50.423631
2015-06-26,53.040001,53.040001,53.040001,53.040001,000,51.511354
2015-06-25,53.07,53.07,53.07,53.07,000,51.540489
2015-06-24,53.43,53.43,53.43,53.43,000,51.682282
2015-06-23,53.860001,53.860001,53.860001,53.860001,000,52.098217
