Date,Open,High,Low,Close,Volume,Adj Close
2015-04-29,10.92,10.92,10.92,10.92,000,10.447989
2015-04-28,10.95,10.95,10.95,10.95,000,10.476692
2015-04-27,10.98,10.98,10.98,10.98,000,10.505395
2015-04-24,10.99,10.99,10.99,10.99,000,10.514963
2015-04-23,10.97,10.97,10.97,10.97,000,10.495828
2015-04-22,10.95,10.95,10.95,10.95,000,10.476692
2015-04-21,10.99,10.99,10.99,10.99,000,10.514963
2015-04-20,11.00,11.00,11.00,11.00,000,10.524531
2015-04-17,11.02,11.02,11.02,11.02,000,10.543667
2015-04-16,11.01,11.01,11.01,11.01,000,10.534099
2015-04-15,11.01,11.01,11.01,11.01,000,10.534099
2015-04-14,11.01,11.01,11.01,11.01,000,10.534099
2015-04-13,10.99,10.99,10.99,10.99,000,10.514963
2015-04-10,10.98,10.98,10.98,10.98,000,10.505395
2015-04-09,10.97,10.97,10.97,10.97,000,10.495828
2015-04-08,11.01,11.01,11.01,11.01,000,10.534099
2015-04-07,11.01,11.01,11.01,11.01,000,10.534099
2015-04-06,11.00,11.00,11.00,11.00,000,10.524531
2015-04-02,11.00,11.00,11.00,11.00,000,10.524531
2015-04-01,11.02,11.02,11.02,11.02,000,10.543667
2015-03-31,10.98,10.98,10.98,10.98,000,10.505395
2015-03-30,10.97,10.97,10.97,10.97,000,10.472866
2015-03-27,10.97,10.97,10.97,10.97,000,10.472866
2015-03-26,10.94,10.94,10.94,10.94,000,10.444225
2015-03-25,10.98,10.98,10.98,10.98,000,10.482412
2015-03-24,11.01,11.01,11.01,11.01,000,10.511053
2015-03-23,10.99,10.99,10.99,10.99,000,10.491959
2015-03-20,10.98,10.98,10.98,10.98,000,10.482412
2015-03-19,10.96,10.96,10.96,10.96,000,10.463319
2015-03-18,10.98,10.98,10.98,10.98,000,10.482412
2015-03-17,10.91,10.91,10.91,10.91,000,10.415584
2015-03-16,10.91,10.91,10.91,10.91,000,10.415584
2015-03-13,10.89,10.89,10.89,10.89,000,10.396491
2015-03-12,10.90,10.90,10.90,10.90,000,10.406037
2015-03-11,10.90,10.90,10.90,10.90,000,10.406037
2015-03-10,10.89,10.89,10.89,10.89,000,10.396491
2015-03-09,10.86,10.86,10.86,10.86,000,10.36785
2015-03-06,10.84,10.84,10.84,10.84,000,10.348757
2015-03-05,10.90,10.90,10.90,10.90,000,10.406037
2015-03-04,10.90,10.90,10.90,10.90,000,10.406037
2015-03-03,10.90,10.90,10.90,10.90,000,10.406037
2015-03-02,10.91,10.91,10.91,10.91,000,10.415584
2015-02-27,10.96,10.96,10.96,10.96,000,10.463319
2015-02-26,10.93,10.93,10.93,10.93,000,10.415584
